company_id,observation_id,filing_accession,source_spans,confidence
COP,COP|Investing Cash Flow|FY2024|USD_millions|CashFlow,0001163165-26-000009,section_15,medium
COP,COP|Investing Cash Flow|FY2023|USD_millions|CashFlow,0001163165-26-000009,section_15,medium
COP,COP|Financing Cash Flow|FY2025|USD_millions|CashFlow,0001163165-26-000009,section_15,medium
COP,COP|Financing Cash Flow|FY2024|USD_millions|CashFlow,0001163165-26-000009,section_15,medium
COP,COP|Financing Cash Flow|FY2023|USD_millions|CashFlow,0001163165-26-000009,section_15,medium
DIS,DIS|Revenue|FY2025|USD_millions|IncomeStatement,0001744489-25-000155,section_47,medium
DIS,DIS|Revenue|FY2024|USD_millions|IncomeStatement,0001744489-25-000155,section_47,medium
DIS,DIS|Revenue|FY2023|USD_millions|IncomeStatement,0001744489-25-000155,section_47,medium
DIS,DIS|Total Assets|FY2025|USD_millions|BalanceSheet,0001744489-25-000155,section_47,medium
DIS,DIS|Total Assets|FY2024|USD_millions|BalanceSheet,0001744489-25-000155,section_47,medium
DIS,DIS|Total Equity|FY2025|USD_millions|BalanceSheet,0001744489-25-000155,section_47,medium
DIS,DIS|Total Equity|FY2024|USD_millions|BalanceSheet,0001744489-25-000155,section_47,medium
DIS,DIS|Total Liabilities|FY2025|USD_millions|BalanceSheet,0001744489-25-000155,section_47,medium
DIS,DIS|Total Liabilities|FY2024|USD_millions|BalanceSheet,0001744489-25-000155,section_47,medium
DIS,DIS|CapEx|FY2025|USD_millions|CashFlow,0001744489-25-000155,section_47,medium
DIS,DIS|CapEx|FY2024|USD_millions|CashFlow,0001744489-25-000155,section_47,medium
DIS,DIS|CapEx|FY2023|USD_millions|CashFlow,0001744489-25-000155,section_47,medium
